"sample";"year";"plot";"sp";"lambda"
25;"2015";"6";"POMO";NA
25;"2015";"6";"PUPA";NA
25;"2015";"6";"SASO";387,363446518728
25;"2015";"6";"SCLA";108,350822745358
25;"2015";"6";"SOAS";NA
25;"2015";"6";"SPRU";2983,84219402465
25;"2015";"6";"SUSP";NA
25;"2015";"7";"BEMA";NA
25;"2015";"7";"CETE";NA
25;"2015";"7";"CHFU";NA
25;"2015";"7";"CHMI";NA
25;"2015";"7";"HOMA";208,383568835322
25;"2015";"7";"LEMA";NA
25;"2015";"7";"LYTR";NA
25;"2015";"7";"MEEL";NA
25;"2015";"7";"MESU";NA
25;"2015";"7";"PAIN";NA
25;"2015";"7";"PLCO";NA
25;"2015";"7";"POMA";1670,50580191921
25;"2015";"7";"POMO";240,136500230095
25;"2015";"7";"PUPA";NA
25;"2015";"7";"SASO";91,122779126689
25;"2015";"7";"SCLA";NA
25;"2015";"7";"SOAS";NA
25;"2015";"7";"SPRU";NA
25;"2015";"7";"SUSP";NA
25;"2015";"8";"BEMA";NA
25;"2015";"8";"CETE";NA
25;"2015";"8";"CHFU";NA
25;"2015";"8";"CHMI";NA
25;"2015";"8";"HOMA";299,052921146053
25;"2015";"8";"LEMA";NA
25;"2015";"8";"LYTR";NA
25;"2015";"8";"MEEL";NA
25;"2015";"8";"MESU";NA
25;"2015";"8";"PAIN";NA
25;"2015";"8";"PLCO";NA
25;"2015";"8";"POMA";1772,98711077445
25;"2015";"8";"POMO";NA
25;"2015";"8";"PUPA";NA
25;"2015";"8";"SASO";211,353744932852
25;"2015";"8";"SCLA";NA
25;"2015";"8";"SOAS";NA
25;"2015";"8";"SPRU";166,248767588661
25;"2015";"8";"SUSP";NA
25;"2015";"9";"BEMA";NA
25;"2015";"9";"CETE";NA
25;"2015";"9";"CHFU";NA
25;"2015";"9";"CHMI";NA
25;"2015";"9";"HOMA";NA
25;"2015";"9";"LEMA";NA
25;"2015";"9";"LYTR";NA
25;"2015";"9";"MEEL";NA
25;"2015";"9";"MESU";NA
25;"2015";"9";"PAIN";NA
25;"2015";"9";"PLCO";NA
25;"2015";"9";"POMA";NA
25;"2015";"9";"POMO";NA
25;"2015";"9";"PUPA";NA
25;"2015";"9";"SASO";NA
25;"2015";"9";"SCLA";NA
25;"2015";"9";"SOAS";NA
25;"2015";"9";"SPRU";NA
25;"2015";"9";"SUSP";NA
25;"2016";"1";"BEMA";85,9632052307383
25;"2016";"1";"CETE";NA
25;"2016";"1";"CHFU";104,977044415077
25;"2016";"1";"CHMI";NA
25;"2016";"1";"HOMA";22,5712874094014
25;"2016";"1";"LEMA";91,0174313755143
25;"2016";"1";"LYTR";NA
25;"2016";"1";"MEEL";NA
25;"2016";"1";"MESU";129,381220640388
25;"2016";"1";"PAIN";16,3328225513891
25;"2016";"1";"PLCO";30,1711610536779
25;"2016";"1";"POMA";NA
25;"2016";"1";"POMO";NA
25;"2016";"1";"PUPA";NA
25;"2016";"1";"SASO";164,511241604526
25;"2016";"1";"SCLA";32,8272320821465
25;"2016";"1";"SOAS";NA
25;"2016";"1";"SPRU";NA
25;"2016";"1";"SUSP";NA
25;"2016";"2";"BEMA";133,441089016404
25;"2016";"2";"CETE";NA
25;"2016";"2";"CHFU";120,290439373884
25;"2016";"2";"CHMI";NA
25;"2016";"2";"HOMA";5,40605707457733
25;"2016";"2";"LEMA";75,328022784162
25;"2016";"2";"LYTR";NA
25;"2016";"2";"MEEL";NA
25;"2016";"2";"MESU";104,75310310838
25;"2016";"2";"PAIN";26,2526146459073
25;"2016";"2";"PLCO";29,3664345060954
25;"2016";"2";"POMA";NA
25;"2016";"2";"POMO";NA
25;"2016";"2";"PUPA";NA
25;"2016";"2";"SASO";103,047934888154
25;"2016";"2";"SCLA";72,7130788596411
25;"2016";"2";"SOAS";NA
25;"2016";"2";"SPRU";NA
25;"2016";"2";"SUSP";NA
25;"2016";"3";"BEMA";89,5252716470449
25;"2016";"3";"CETE";NA
25;"2016";"3";"CHFU";431,248902041258
25;"2016";"3";"CHMI";296,031512830612
25;"2016";"3";"HOMA";16,3883192888783
25;"2016";"3";"LEMA";134,534514410084
25;"2016";"3";"LYTR";NA
25;"2016";"3";"MEEL";NA
25;"2016";"3";"MESU";87,9640202142579
25;"2016";"3";"PAIN";25,8205109044778
25;"2016";"3";"PLCO";26,4344915060999
25;"2016";"3";"POMA";NA
25;"2016";"3";"POMO";NA
25;"2016";"3";"PUPA";NA
25;"2016";"3";"SASO";NA
25;"2016";"3";"SCLA";41,2916270568585
25;"2016";"3";"SOAS";NA
25;"2016";"3";"SPRU";NA
25;"2016";"3";"SUSP";NA
25;"2016";"4";"BEMA";56,1408408377884
25;"2016";"4";"CETE";NA
25;"2016";"4";"CHFU";NA
25;"2016";"4";"CHMI";NA
25;"2016";"4";"HOMA";11,7442092398214
25;"2016";"4";"LEMA";126,874767964127
25;"2016";"4";"LYTR";NA
25;"2016";"4";"MEEL";15,8464900641706
25;"2016";"4";"MESU";64,3908884624227
25;"2016";"4";"PAIN";17,4541690452506
25;"2016";"4";"PLCO";35,9979879186212
25;"2016";"4";"POMA";NA
25;"2016";"4";"POMO";NA
25;"2016";"4";"PUPA";NA
25;"2016";"4";"SASO";17,0868609163016
25;"2016";"4";"SCLA";20,2354531913378
25;"2016";"4";"SOAS";NA
25;"2016";"4";"SPRU";NA
25;"2016";"4";"SUSP";NA
25;"2016";"5";"BEMA";34,0057287597764
25;"2016";"5";"CETE";695,383341667546
25;"2016";"5";"CHFU";252,438217558938
25;"2016";"5";"CHMI";NA
25;"2016";"5";"HOMA";13,7717835762892
25;"2016";"5";"LEMA";63,5294918551499
25;"2016";"5";"LYTR";NA
25;"2016";"5";"MEEL";16,8688012920388
25;"2016";"5";"MESU";131,553668351303
25;"2016";"5";"PAIN";NA
25;"2016";"5";"PLCO";25,4364597999434
25;"2016";"5";"POMA";NA
25;"2016";"5";"POMO";NA
25;"2016";"5";"PUPA";NA
25;"2016";"5";"SASO";NA
25;"2016";"5";"SCLA";78,2440198440186
25;"2016";"5";"SOAS";NA
25;"2016";"5";"SPRU";NA
25;"2016";"5";"SUSP";NA
25;"2016";"6";"BEMA";117,575109447812
25;"2016";"6";"CETE";NA
25;"2016";"6";"CHFU";NA
25;"2016";"6";"CHMI";NA
25;"2016";"6";"HOMA";14,7168653639063
25;"2016";"6";"LEMA";192,019077172859
25;"2016";"6";"LYTR";NA
25;"2016";"6";"MEEL";12,5889816036255
25;"2016";"6";"MESU";157,334499580054
25;"2016";"6";"PAIN";20,9968468615347
25;"2016";"6";"PLCO";46,2595260035938
25;"2016";"6";"POMA";NA
25;"2016";"6";"POMO";NA
25;"2016";"6";"PUPA";NA
25;"2016";"6";"SASO";107,231893144646
25;"2016";"6";"SCLA";31,2871265605781
25;"2016";"6";"SOAS";125,63557465017
25;"2016";"6";"SPRU";1833,93514872345
25;"2016";"6";"SUSP";NA
25;"2016";"7";"BEMA";104,08899173924
25;"2016";"7";"CETE";NA
25;"2016";"7";"CHFU";544,636382727365
25;"2016";"7";"CHMI";NA
25;"2016";"7";"HOMA";28,4027496506777
25;"2016";"7";"LEMA";171,548397418469
25;"2016";"7";"LYTR";NA
25;"2016";"7";"MEEL";NA
25;"2016";"7";"MESU";151,600854905725
25;"2016";"7";"PAIN";85,4000763880007
25;"2016";"7";"PLCO";NA
25;"2016";"7";"POMA";112,094875362271
25;"2016";"7";"POMO";NA
25;"2016";"7";"PUPA";1005,17354654605
25;"2016";"7";"SASO";53,0486800297172
25;"2016";"7";"SCLA";28,7131000133516
25;"2016";"7";"SOAS";201,351248270937
25;"2016";"7";"SPRU";1333,50739183015
25;"2016";"7";"SUSP";NA
25;"2016";"8";"BEMA";73,9663395152634
25;"2016";"8";"CETE";NA
25;"2016";"8";"CHFU";443,022710130787
25;"2016";"8";"CHMI";NA
25;"2016";"8";"HOMA";32,4942111376407
25;"2016";"8";"LEMA";178,911584724673
25;"2016";"8";"LYTR";NA
25;"2016";"8";"MEEL";NA
25;"2016";"8";"MESU";231,970406326626
25;"2016";"8";"PAIN";28,0474623138584
25;"2016";"8";"PLCO";31,1988689605338
25;"2016";"8";"POMA";88,7403723510493
25;"2016";"8";"POMO";158,373031041677
25;"2016";"8";"PUPA";1469,78405877239
25;"2016";"8";"SASO";40,295046403387
25;"2016";"8";"SCLA";28,1153067593044
25;"2016";"8";"SOAS";202,687911152173
25;"2016";"8";"SPRU";1381,63229858781
25;"2016";"8";"SUSP";NA
25;"2016";"9";"BEMA";82,2104518332891
25;"2016";"9";"CETE";1192,3154227683
25;"2016";"9";"CHFU";NA
25;"2016";"9";"CHMI";NA
25;"2016";"9";"HOMA";35,4126999017829
25;"2016";"9";"LEMA";115,564711759755
25;"2016";"9";"LYTR";NA
25;"2016";"9";"MEEL";NA
25;"2016";"9";"MESU";423,673295504726
25;"2016";"9";"PAIN";54,4606955435451
25;"2016";"9";"PLCO";56,1590148702836
25;"2016";"9";"POMA";86,4065918669028
25;"2016";"9";"POMO";89,3803319418008
25;"2016";"9";"PUPA";NA
25;"2016";"9";"SASO";29,0816084348031
25;"2016";"9";"SCLA";36,4645655798368
25;"2016";"9";"SOAS";219,296367417323
25;"2016";"9";"SPRU";869,934882094166
25;"2016";"9";"SUSP";NA
25;"2017";"1";"BEMA";51,6684729662664
25;"2017";"1";"CETE";5235,79906733358
25;"2017";"1";"CHFU";384,265195436785
25;"2017";"1";"CHMI";254,168962190524
25;"2017";"1";"HOMA";14,1743040397313
25;"2017";"1";"LEMA";139,574915936601
25;"2017";"1";"LYTR";NA
25;"2017";"1";"MEEL";NA
25;"2017";"1";"MESU";340,353966758482
25;"2017";"1";"PAIN";19,6467691977306
25;"2017";"1";"PLCO";9,48239888080497
25;"2017";"1";"POMA";86,7356921208991
25;"2017";"1";"POMO";NA
25;"2017";"1";"PUPA";1352,06153718902
25;"2017";"1";"SASO";195,746872978532
25;"2017";"1";"SCLA";12,192375247187
25;"2017";"1";"SOAS";NA
25;"2017";"1";"SPRU";NA
25;"2017";"1";"SUSP";NA
25;"2017";"2";"BEMA";33,1616239214231
25;"2017";"2";"CETE";9434,22276945547
25;"2017";"2";"CHFU";316,500036595539
25;"2017";"2";"CHMI";708,071848016685
25;"2017";"2";"HOMA";17,7403876360462
25;"2017";"2";"LEMA";129,108594160277
25;"2017";"2";"LYTR";NA
25;"2017";"2";"MEEL";23,1232346912341
25;"2017";"2";"MESU";605,892421257412
25;"2017";"2";"PAIN";29,1421911637193
25;"2017";"2";"PLCO";NA
25;"2017";"2";"POMA";111,78541096433
25;"2017";"2";"POMO";355,779547979392
25;"2017";"2";"PUPA";396,756203457019
25;"2017";"2";"SASO";134,204433032805
25;"2017";"2";"SCLA";38,8566445009327
25;"2017";"2";"SOAS";NA
25;"2017";"2";"SPRU";NA
25;"2017";"2";"SUSP";NA
25;"2017";"3";"BEMA";73,6072762869591
25;"2017";"3";"CETE";6785,95757067554
25;"2017";"3";"CHFU";414,331244380489
25;"2017";"3";"CHMI";401,32564061321
25;"2017";"3";"HOMA";22,4454198227708
25;"2017";"3";"LEMA";171,937179924843
25;"2017";"3";"LYTR";NA
25;"2017";"3";"MEEL";NA
25;"2017";"3";"MESU";482,7704306522
25;"2017";"3";"PAIN";22,538700012393
25;"2017";"3";"PLCO";25,7976533255803
25;"2017";"3";"POMA";184,96750401391
25;"2017";"3";"POMO";183,917224618902
25;"2017";"3";"PUPA";2149,40496877862
25;"2017";"3";"SASO";241,143260631704
25;"2017";"3";"SCLA";37,337262452128
25;"2017";"3";"SOAS";NA
25;"2017";"3";"SPRU";NA
25;"2017";"3";"SUSP";NA
25;"2017";"4";"BEMA";NA
25;"2017";"4";"CETE";NA
25;"2017";"4";"CHFU";166,463571668537
25;"2017";"4";"CHMI";NA
25;"2017";"4";"HOMA";18,7405864685016
25;"2017";"4";"LEMA";113,368796826729
25;"2017";"4";"LYTR";658,704962259255
25;"2017";"4";"MEEL";NA
25;"2017";"4";"MESU";NA
25;"2017";"4";"PAIN";26,3277006683838
25;"2017";"4";"PLCO";34,3430193104957
25;"2017";"4";"POMA";187,777528582544
25;"2017";"4";"POMO";362,670961041413
25;"2017";"4";"PUPA";821,287178355012
25;"2017";"4";"SASO";252,007430761111
25;"2017";"4";"SCLA";NA
25;"2017";"4";"SOAS";NA
25;"2017";"4";"SPRU";3786,99617282416
25;"2017";"4";"SUSP";NA
25;"2017";"5";"BEMA";383,225579118878
25;"2017";"5";"CETE";1204,48244893683
25;"2017";"5";"CHFU";289,496171556522
25;"2017";"5";"CHMI";NA
25;"2017";"5";"HOMA";22,0737935904511
25;"2017";"5";"LEMA";116,450161555818
25;"2017";"5";"LYTR";593,523095823384
25;"2017";"5";"MEEL";NA
25;"2017";"5";"MESU";NA
25;"2017";"5";"PAIN";29,0400976617623
25;"2017";"5";"PLCO";30,754353050691
25;"2017";"5";"POMA";119,781063951955
25;"2017";"5";"POMO";NA
25;"2017";"5";"PUPA";998,982889931651
25;"2017";"5";"SASO";54,5747282023717
25;"2017";"5";"SCLA";NA
25;"2017";"5";"SOAS";NA
25;"2017";"5";"SPRU";2705,51510307701
25;"2017";"5";"SUSP";NA
25;"2017";"6";"BEMA";NA
25;"2017";"6";"CETE";NA
25;"2017";"6";"CHFU";298,648714056256
25;"2017";"6";"CHMI";NA
25;"2017";"6";"HOMA";15,2272645928999
25;"2017";"6";"LEMA";116,451417187899
25;"2017";"6";"LYTR";279,185150655397
25;"2017";"6";"MEEL";NA
25;"2017";"6";"MESU";NA
25;"2017";"6";"PAIN";21,6003788969132
25;"2017";"6";"PLCO";30,561098278452
25;"2017";"6";"POMA";178,722257285982
25;"2017";"6";"POMO";NA
25;"2017";"6";"PUPA";408,113961745879
25;"2017";"6";"SASO";12,9826468054545
25;"2017";"6";"SCLA";NA
25;"2017";"6";"SOAS";NA
25;"2017";"6";"SPRU";NA
25;"2017";"6";"SUSP";NA
25;"2017";"7";"BEMA";NA
25;"2017";"7";"CETE";NA
25;"2017";"7";"CHFU";NA
25;"2017";"7";"CHMI";NA
25;"2017";"7";"HOMA";NA
25;"2017";"7";"LEMA";NA
25;"2017";"7";"LYTR";1137,00629334341
25;"2017";"7";"MEEL";NA
25;"2017";"7";"MESU";NA
25;"2017";"7";"PAIN";NA
25;"2017";"7";"PLCO";NA
25;"2017";"7";"POMA";NA
25;"2017";"7";"POMO";NA
25;"2017";"7";"PUPA";NA
25;"2017";"7";"SASO";NA
25;"2017";"7";"SCLA";NA
25;"2017";"7";"SOAS";NA
25;"2017";"7";"SPRU";NA
25;"2017";"7";"SUSP";NA
25;"2017";"8";"BEMA";NA
25;"2017";"8";"CETE";NA
25;"2017";"8";"CHFU";NA
25;"2017";"8";"CHMI";NA
25;"2017";"8";"HOMA";NA
25;"2017";"8";"LEMA";NA
25;"2017";"8";"LYTR";499,660757052764
25;"2017";"8";"MEEL";NA
25;"2017";"8";"MESU";NA
25;"2017";"8";"PAIN";NA
25;"2017";"8";"PLCO";NA
25;"2017";"8";"POMA";739,082909979949
25;"2017";"8";"POMO";NA
25;"2017";"8";"PUPA";1351,03271563949
25;"2017";"8";"SASO";NA
25;"2017";"8";"SCLA";NA
25;"2017";"8";"SOAS";NA
25;"2017";"8";"SPRU";NA
25;"2017";"8";"SUSP";NA
25;"2017";"9";"BEMA";NA
25;"2017";"9";"CETE";NA
25;"2017";"9";"CHFU";NA
25;"2017";"9";"CHMI";NA
25;"2017";"9";"HOMA";NA
25;"2017";"9";"LEMA";NA
25;"2017";"9";"LYTR";NA
25;"2017";"9";"MEEL";NA
25;"2017";"9";"MESU";NA
25;"2017";"9";"PAIN";NA
25;"2017";"9";"PLCO";NA
25;"2017";"9";"POMA";NA
25;"2017";"9";"POMO";NA
25;"2017";"9";"PUPA";NA
25;"2017";"9";"SASO";NA
25;"2017";"9";"SCLA";NA
25;"2017";"9";"SOAS";NA
25;"2017";"9";"SPRU";NA
25;"2017";"9";"SUSP";NA
25;"2018";"1";"BEMA";103,283814143671
25;"2018";"1";"CETE";2249,3842076261
25;"2018";"1";"CHFU";NA
25;"2018";"1";"CHMI";NA
25;"2018";"1";"HOMA";28,6423768653073
25;"2018";"1";"LEMA";93,9998731065531
25;"2018";"1";"LYTR";NA
25;"2018";"1";"MEEL";NA
25;"2018";"1";"MESU";NA
25;"2018";"1";"PAIN";NA
25;"2018";"1";"PLCO";NA
25;"2018";"1";"POMA";87,6140248944064
25;"2018";"1";"POMO";NA
25;"2018";"1";"PUPA";1724,70901097691
25;"2018";"1";"SASO";477,572350684017
25;"2018";"1";"SCLA";NA
25;"2018";"1";"SOAS";NA
25;"2018";"1";"SPRU";NA
25;"2018";"1";"SUSP";NA
25;"2018";"2";"BEMA";50,6816978210248
25;"2018";"2";"CETE";2788,70941063338
25;"2018";"2";"CHFU";NA
25;"2018";"2";"CHMI";NA
25;"2018";"2";"HOMA";16,9336471708923
25;"2018";"2";"LEMA";50,3025802249309
25;"2018";"2";"LYTR";NA
25;"2018";"2";"MEEL";NA
25;"2018";"2";"MESU";NA
25;"2018";"2";"PAIN";32,1660899800853
25;"2018";"2";"PLCO";NA
25;"2018";"2";"POMA";244,130547756973
25;"2018";"2";"POMO";NA
25;"2018";"2";"PUPA";1310,63274991806
25;"2018";"2";"SASO";1238,24231171807
25;"2018";"2";"SCLA";NA
25;"2018";"2";"SOAS";NA
25;"2018";"2";"SPRU";NA
25;"2018";"2";"SUSP";NA
25;"2018";"3";"BEMA";60,611687847721
25;"2018";"3";"CETE";1759,45902419109
25;"2018";"3";"CHFU";NA
25;"2018";"3";"CHMI";334,103287628723
25;"2018";"3";"HOMA";8,49926562120502
25;"2018";"3";"LEMA";57,7951356178564
25;"2018";"3";"LYTR";NA
25;"2018";"3";"MEEL";NA
25;"2018";"3";"MESU";NA
25;"2018";"3";"PAIN";19,2977212697043
25;"2018";"3";"PLCO";NA
25;"2018";"3";"POMA";190,486865880615
25;"2018";"3";"POMO";NA
25;"2018";"3";"PUPA";1234,80730766757
25;"2018";"3";"SASO";380,411399368887
25;"2018";"3";"SCLA";NA
25;"2018";"3";"SOAS";NA
25;"2018";"3";"SPRU";NA
25;"2018";"3";"SUSP";NA
25;"2018";"4";"BEMA";48,473460123474
25;"2018";"4";"CETE";NA
25;"2018";"4";"CHFU";NA
25;"2018";"4";"CHMI";NA
25;"2018";"4";"HOMA";18,2317686501965
25;"2018";"4";"LEMA";NA
25;"2018";"4";"LYTR";1046,21826864844
25;"2018";"4";"MEEL";NA
25;"2018";"4";"MESU";NA
25;"2018";"4";"PAIN";12,8179743790525
25;"2018";"4";"PLCO";NA
25;"2018";"4";"POMA";109,151825432223
25;"2018";"4";"POMO";NA
25;"2018";"4";"PUPA";1803,93373134167
25;"2018";"4";"SASO";66,2037714121577
25;"2018";"4";"SCLA";NA
25;"2018";"4";"SOAS";NA
25;"2018";"4";"SPRU";NA
25;"2018";"4";"SUSP";NA
25;"2018";"5";"BEMA";47,6765988640504
25;"2018";"5";"CETE";NA
25;"2018";"5";"CHFU";NA
25;"2018";"5";"CHMI";NA
25;"2018";"5";"HOMA";19,3085887340619
25;"2018";"5";"LEMA";NA
25;"2018";"5";"LYTR";NA
25;"2018";"5";"MEEL";NA
25;"2018";"5";"MESU";NA
25;"2018";"5";"PAIN";NA
25;"2018";"5";"PLCO";NA
25;"2018";"5";"POMA";201,244072235281
25;"2018";"5";"POMO";NA
25;"2018";"5";"PUPA";703,80573287447
25;"2018";"5";"SASO";108,259924681731
25;"2018";"5";"SCLA";NA
25;"2018";"5";"SOAS";NA
25;"2018";"5";"SPRU";NA
25;"2018";"5";"SUSP";NA
25;"2018";"6";"BEMA";NA
25;"2018";"6";"CETE";NA
25;"2018";"6";"CHFU";NA
25;"2018";"6";"CHMI";NA
25;"2018";"6";"HOMA";20,8454934419932
25;"2018";"6";"LEMA";NA
25;"2018";"6";"LYTR";NA
25;"2018";"6";"MEEL";NA
25;"2018";"6";"MESU";NA
25;"2018";"6";"PAIN";24,1154415110719
25;"2018";"6";"PLCO";NA
25;"2018";"6";"POMA";74,693676587295
25;"2018";"6";"POMO";NA
25;"2018";"6";"PUPA";654,00016654255
25;"2018";"6";"SASO";33,7375561525169
25;"2018";"6";"SCLA";NA
25;"2018";"6";"SOAS";NA
25;"2018";"6";"SPRU";NA
25;"2018";"6";"SUSP";NA
25;"2018";"7";"BEMA";NA
25;"2018";"7";"CETE";NA
25;"2018";"7";"CHFU";NA
25;"2018";"7";"CHMI";NA
25;"2018";"7";"HOMA";NA
25;"2018";"7";"LEMA";NA
25;"2018";"7";"LYTR";NA
25;"2018";"7";"MEEL";NA
25;"2018";"7";"MESU";NA
25;"2018";"7";"PAIN";NA
25;"2018";"7";"PLCO";NA
25;"2018";"7";"POMA";NA
25;"2018";"7";"POMO";NA
25;"2018";"7";"PUPA";NA
25;"2018";"7";"SASO";7,5393211990669
25;"2018";"7";"SCLA";NA
25;"2018";"7";"SOAS";NA
25;"2018";"7";"SPRU";NA
25;"2018";"7";"SUSP";NA
25;"2018";"8";"BEMA";NA
25;"2018";"8";"CETE";NA
25;"2018";"8";"CHFU";NA
25;"2018";"8";"CHMI";NA
25;"2018";"8";"HOMA";NA
25;"2018";"8";"LEMA";NA
25;"2018";"8";"LYTR";NA
25;"2018";"8";"MEEL";NA
25;"2018";"8";"MESU";NA
25;"2018";"8";"PAIN";NA
25;"2018";"8";"PLCO";NA
25;"2018";"8";"POMA";NA
25;"2018";"8";"POMO";NA
25;"2018";"8";"PUPA";NA
25;"2018";"8";"SASO";NA
25;"2018";"8";"SCLA";NA
25;"2018";"8";"SOAS";NA
25;"2018";"8";"SPRU";NA
25;"2018";"8";"SUSP";NA
25;"2018";"9";"BEMA";NA
25;"2018";"9";"CETE";NA
25;"2018";"9";"CHFU";NA
25;"2018";"9";"CHMI";NA
25;"2018";"9";"HOMA";NA
25;"2018";"9";"LEMA";NA
25;"2018";"9";"LYTR";NA
25;"2018";"9";"MEEL";NA
25;"2018";"9";"MESU";NA
25;"2018";"9";"PAIN";NA
25;"2018";"9";"PLCO";NA
25;"2018";"9";"POMA";NA
25;"2018";"9";"POMO";NA
25;"2018";"9";"PUPA";NA
25;"2018";"9";"SASO";NA
25;"2018";"9";"SCLA";NA
25;"2018";"9";"SOAS";NA
25;"2018";"9";"SPRU";NA
25;"2018";"9";"SUSP";NA
25;"2019";"1";"BEMA";NA
25;"2019";"1";"CETE";NA
25;"2019";"1";"CHFU";455,583401868966
25;"2019";"1";"CHMI";NA
25;"2019";"1";"HOMA";12,605816889152
25;"2019";"1";"LEMA";176,643926005599
25;"2019";"1";"LYTR";NA
25;"2019";"1";"MEEL";17,1714935330697
25;"2019";"1";"MESU";299,090476755539
25;"2019";"1";"PAIN";2,23466207587249
25;"2019";"1";"PLCO";NA
25;"2019";"1";"POMA";170,88786672634
25;"2019";"1";"POMO";NA
25;"2019";"1";"PUPA";NA
25;"2019";"1";"SASO";101,239657549211
25;"2019";"1";"SCLA";NA
25;"2019";"1";"SOAS";NA
25;"2019";"1";"SPRU";NA
25;"2019";"1";"SUSP";NA
25;"2019";"2";"BEMA";55,1213001800972
25;"2019";"2";"CETE";4446,2073360505
25;"2019";"2";"CHFU";236,099591495116
25;"2019";"2";"CHMI";465,15164095934
25;"2019";"2";"HOMA";9,40724367504289
25;"2019";"2";"LEMA";236,886591500687
25;"2019";"2";"LYTR";NA
25;"2019";"2";"MEEL";25,319445707886
25;"2019";"2";"MESU";614,441462720355
25;"2019";"2";"PAIN";1,32267545545417
25;"2019";"2";"PLCO";NA
25;"2019";"2";"POMA";96,0492987760866
25;"2019";"2";"POMO";NA
25;"2019";"2";"PUPA";656,467113725569
25;"2019";"2";"SASO";59,2129060912625
25;"2019";"2";"SCLA";47,865110706565
25;"2019";"2";"SOAS";287,332169991628
25;"2019";"2";"SPRU";NA
25;"2019";"2";"SUSP";NA
25;"2019";"3";"BEMA";NA
25;"2019";"3";"CETE";NA
25;"2019";"3";"CHFU";342,167260784413
25;"2019";"3";"CHMI";NA
25;"2019";"3";"HOMA";9,5095061100831
25;"2019";"3";"LEMA";79,9806464736231
25;"2019";"3";"LYTR";NA
25;"2019";"3";"MEEL";NA
25;"2019";"3";"MESU";206,678040326942
25;"2019";"3";"PAIN";0,680815674244765
25;"2019";"3";"PLCO";NA
25;"2019";"3";"POMA";55,4123937975881
25;"2019";"3";"POMO";NA
25;"2019";"3";"PUPA";NA
25;"2019";"3";"SASO";159,368441783014
25;"2019";"3";"SCLA";NA
25;"2019";"3";"SOAS";NA
25;"2019";"3";"SPRU";NA
25;"2019";"3";"SUSP";NA
25;"2019";"4";"BEMA";33,4071883932427
25;"2019";"4";"CETE";2090,22362708405
25;"2019";"4";"CHFU";835,628407451036
25;"2019";"4";"CHMI";NA
25;"2019";"4";"HOMA";23,1798816355075
25;"2019";"4";"LEMA";337,147684507258
25;"2019";"4";"LYTR";NA
25;"2019";"4";"MEEL";NA
25;"2019";"4";"MESU";309,54870667528
25;"2019";"4";"PAIN";0,736360526285351
25;"2019";"4";"PLCO";18,5183122907984
25;"2019";"4";"POMA";90,3099024495879
25;"2019";"4";"POMO";NA
25;"2019";"4";"PUPA";NA
25;"2019";"4";"SASO";13,2989435121602
25;"2019";"4";"SCLA";NA
25;"2019";"4";"SOAS";NA
25;"2019";"4";"SPRU";3251,54537704639
25;"2019";"4";"SUSP";NA
25;"2019";"5";"BEMA";NA
25;"2019";"5";"CETE";1967,27883574941
25;"2019";"5";"CHFU";441,745386901273
25;"2019";"5";"CHMI";NA
25;"2019";"5";"HOMA";10,0140075801897
25;"2019";"5";"LEMA";452,791349194131
25;"2019";"5";"LYTR";NA
25;"2019";"5";"MEEL";20,4549547315681
25;"2019";"5";"MESU";NA
25;"2019";"5";"PAIN";0,760500065329759
25;"2019";"5";"PLCO";NA
25;"2019";"5";"POMA";75,7652936164217
25;"2019";"5";"POMO";NA
25;"2019";"5";"PUPA";NA
25;"2019";"5";"SASO";56,927065871753
25;"2019";"5";"SCLA";NA
25;"2019";"5";"SOAS";187,667127862153
25;"2019";"5";"SPRU";NA
25;"2019";"5";"SUSP";NA
25;"2019";"6";"BEMA";NA
25;"2019";"6";"CETE";515,877479354108
25;"2019";"6";"CHFU";302,222014231708
25;"2019";"6";"CHMI";NA
25;"2019";"6";"HOMA";14,5391461204217
25;"2019";"6";"LEMA";198,307967227992
25;"2019";"6";"LYTR";NA
25;"2019";"6";"MEEL";NA
25;"2019";"6";"MESU";NA
25;"2019";"6";"PAIN";0,741928683339724
25;"2019";"6";"PLCO";20,3525673743816
25;"2019";"6";"POMA";82,3003541247685
25;"2019";"6";"POMO";NA
25;"2019";"6";"PUPA";NA
25;"2019";"6";"SASO";NA
25;"2019";"6";"SCLA";NA
25;"2019";"6";"SOAS";NA
25;"2019";"6";"SPRU";3797,15466076015
25;"2019";"6";"SUSP";NA
25;"2019";"7";"BEMA";121,795352238714
25;"2019";"7";"CETE";3385,23197919315
25;"2019";"7";"CHFU";665,261297760005
25;"2019";"7";"CHMI";337,888999317227
25;"2019";"7";"HOMA";16,0964005098943
25;"2019";"7";"LEMA";281,778361471482
25;"2019";"7";"LYTR";NA
25;"2019";"7";"MEEL";NA
25;"2019";"7";"MESU";514,535158763053
25;"2019";"7";"PAIN";1,21851358609198
25;"2019";"7";"PLCO";31,1573156689753
25;"2019";"7";"POMA";86,0821445586707
25;"2019";"7";"POMO";104,036856912258
25;"2019";"7";"PUPA";1199,58153694917
25;"2019";"7";"SASO";15,1330713198132
25;"2019";"7";"SCLA";48,6698688979829
25;"2019";"7";"SOAS";345,871679493
25;"2019";"7";"SPRU";4884,67805832655
25;"2019";"7";"SUSP";NA
25;"2019";"8";"BEMA";165,746545998483
